Cod,cep,municipio,nivel,sigla,total,em_territorio_quilombola,fora_territorio_quilombola
2406403,Lagoa de Velhos,Lagoa de Velhos,MU,RN,0,0,0
2406502,Lagoa Nova,Lagoa Nova,MU,RN,1345,833,512
2406601,Lagoa Salgada,Lagoa Salgada,MU,RN,0,0,0
2406700,Lajes,Lajes,MU,RN,0,0,0
2406809,Lajes Pintadas,Lajes Pintadas,MU,RN,0,0,0
2406908,Lucrécia,Lucrécia,MU,RN,0,0,0
2407005,Luís Gomes,Luís Gomes,MU,RN,1121,0,1121
2407104,Macaíba,Macaíba,MU,RN,1454,1108,346
2407203,Macau,Macau,MU,RN,0,0,0
2407252,Major Sales,Major Sales,MU,RN,0,0,0
2407302,Marcelino Vieira,Marcelino Vieira,MU,RN,0,0,0
2407401,Martins,Martins,MU,RN,0,0,0
2407500,Maxaranguape,Maxaranguape,MU,RN,0,0,0
2407609,Messias Targino,Messias Targino,MU,RN,0,0,0
2407708,Montanhas,Montanhas,MU,RN,0,0,0
2407807,Monte Alegre,Monte Alegre,MU,RN,31,0,31
2407906,Monte das Gameleiras,Monte das Gameleiras,MU,RN,0,0,0
2408003,Mossoró,Mossoró,MU,RN,63,0,63
2408102,Natal,Natal,MU,RN,1139,0,1139
2408201,Nísia Floresta,Nísia Floresta,MU,RN,0,0,0
2408300,Nova Cruz,Nova Cruz,MU,RN,0,0,0
2408409,Olho d'Água do Borges,Olho d'Água do Borges,MU,RN,0,0,0
2408508,Ouro Branco,Ouro Branco,MU,RN,35,0,35
2408607,Paraná,Paraná,MU,RN,0,0,0
2408706,Paraú,Paraú,MU,RN,0,0,0
2408805,Parazinho,Parazinho,MU,RN,0,0,0
2408904,Parelhas,Parelhas,MU,RN,356,142,214
2408953,Rio do Fogo,Rio do Fogo,MU,RN,0,0,0
2409100,Passa e Fica,Passa e Fica,MU,RN,0,0,0
2409209,Passagem,Passagem,MU,RN,0,0,0
2409308,Patu,Patu,MU,RN,208,44,164
2409332,Santa Maria,Santa Maria,MU,RN,8,0,8
2409407,Pau dos Ferros,Pau dos Ferros,MU,RN,76,0,76
2409506,Pedra Grande,Pedra Grande,MU,RN,0,0,0
2409605,Pedra Preta,Pedra Preta,MU,RN,0,0,0
2409704,Pedro Avelino,Pedro Avelino,MU,RN,200,180,20
2409803,Pedro Velho,Pedro Velho,MU,RN,27,0,27
2409902,Pendências,Pendências,MU,RN,0,0,0
2410009,Pilões,Pilões,MU,RN,0,0,0
2410108,Poço Branco,Poço Branco,MU,RN,510,302,208
2410207,Portalegre,Portalegre,MU,RN,1399,0,1399
2410256,Porto do Mangue,Porto do Mangue,MU,RN,0,0,0
2410306,Serra Caiada,Serra Caiada,MU,RN,0,0,0
2410405,Pureza,Pureza,MU,RN,1,0,1
2410504,Rafael Fernandes,Rafael Fernandes,MU,RN,0,0,0
2410603,Rafael Godeiro,Rafael Godeiro,MU,RN,0,0,0
2410702,Riacho da Cruz,Riacho da Cruz,MU,RN,0,0,0
2410801,Riacho de Santana,Riacho de Santana,MU,RN,0,0,0
2410900,Riachuelo,Riachuelo,MU,RN,0,0,0
2411007,Rodolfo Fernandes,Rodolfo Fernandes,MU,RN,0,0,0
2411056,Tibau,Tibau,MU,RN,0,0,0
2411106,Ruy Barbosa,Ruy Barbosa,MU,RN,0,0,0
2411205,Santa Cruz,Santa Cruz,MU,RN,265,0,265
2411403,Santana do Matos,Santana do Matos,MU,RN,169,165,4
2411429,Santana do Seridó,Santana do Seridó,MU,RN,0,0,0
2411502,Santo Antônio,Santo Antônio,MU,RN,812,0,812
2411601,São Bento do Norte,São Bento do Norte,MU,RN,0,0,0
2411700,São Bento do Trairí,São Bento do Trairí,MU,RN,0,0,0
2411809,São Fernando,São Fernando,MU,RN,0,0,0
2411908,São Francisco do Oeste,São Francisco do Oeste,MU,RN,0,0,0
2412005,São Gonçalo do Amarante,São Gonçalo do Amarante,MU,RN,0,0,0
2412104,São João do Sabugi,São João do Sabugi,MU,RN,0,0,0
2412203,São José de Mipibu,São José de Mipibu,MU,RN,133,0,133
2412302,São José do Campestre,São José do Campestre,MU,RN,0,0,0
2412401,São José do Seridó,São José do Seridó,MU,RN,0,0,0
2412500,São Miguel,São Miguel,MU,RN,337,0,337
2412559,São Miguel do Gostoso,São Miguel do Gostoso,MU,RN,138,0,138
2412609,São Paulo do Potengi,São Paulo do Potengi,MU,RN,0,0,0
2412708,São Pedro,São Pedro,MU,RN,0,0,0
2412807,São Rafael,São Rafael,MU,RN,0,0,0
2412906,São Tomé,São Tomé,MU,RN,447,0,447
2413003,São Vicente,São Vicente,MU,RN,0,0,0
2413102,Senador Elói de Souza,Senador Elói de Souza,MU,RN,0,0,0
2413201,Senador Georgino Avelino,Senador Georgino Avelino,MU,RN,1,0,1
2413300,Serra de São Bento,Serra de São Bento,MU,RN,0,0,0
2413359,Serra do Mel,Serra do Mel,MU,RN,0,0,0
2413409,Serra Negra do Norte,Serra Negra do Norte,MU,RN,0,0,0
2413508,Serrinha,Serrinha,MU,RN,0,0,0
2413557,Serrinha dos Pintos,Serrinha dos Pintos,MU,RN,0,0,0
2413607,Severiano Melo,Severiano Melo,MU,RN,0,0,0
2413706,Sítio Novo,Sítio Novo,MU,RN,0,0,0
2413805,Taboleiro Grande,Taboleiro Grande,MU,RN,0,0,0
2413904,Taipu,Taipu,MU,RN,285,0,285
2414001,Tangará,Tangará,MU,RN,0,0,0
2414100,Tenente Ananias,Tenente Ananias,MU,RN,0,0,0
2414159,Tenente Laurentino Cruz,Tenente Laurentino Cruz,MU,RN,19,0,19
2414209,Tibau do Sul,Tibau do Sul,MU,RN,903,0,903
2414308,Timbaúba dos Batistas,Timbaúba dos Batistas,MU,RN,0,0,0
2414407,Touros,Touros,MU,RN,1302,0,1302
2414456,Triunfo Potiguar,Triunfo Potiguar,MU,RN,0,0,0
2414506,Umarizal,Umarizal,MU,RN,0,0,0
2414605,Upanema,Upanema,MU,RN,0,0,0
2414704,Várzea,Várzea,MU,RN,0,0,0
2414753,Venha-Ver,Venha-Ver,MU,RN,0,0,0
2414803,Vera Cruz,Vera Cruz,MU,RN,36,0,36
2414902,Viçosa,Viçosa,MU,RN,0,0,0
2415008,Vila Flor,Vila Flor,MU,RN,3,0,3
2500106,Água Branca,Água Branca,MU,PB,0,0,0
2500205,Aguiar,Aguiar,MU,PB,4,0,4
2500304,Alagoa Grande,Alagoa Grande,MU,PB,946,395,551
2500403,Alagoa Nova,Alagoa Nova,MU,PB,0,0,0
2500502,Alagoinha,Alagoinha,MU,PB,0,0,0
2500536,Alcantil,Alcantil,MU,PB,0,0,0
2500577,Algodão de Jandaíra,Algodão de Jandaíra,MU,PB,0,0,0
2500601,Alhandra,Alhandra,MU,PB,45,0,45
2500700,São João do Rio do Peixe,São João do Rio do Peixe,MU,PB,0,0,0
2500734,Amparo,Amparo,MU,PB,0,0,0
2500775,Aparecida,Aparecida,MU,PB,0,0,0
2500809,Araçagi,Araçagi,MU,PB,0,0,0
2500908,Arara,Arara,MU,PB,0,0,0
2501005,Araruna,Araruna,MU,PB,0,0,0
2501104,Areia,Areia,MU,PB,234,89,145
2501153,Areia de Baraúnas,Areia de Baraúnas,MU,PB,0,0,0
2501203,Areial,Areial,MU,PB,0,0,0
2501302,Aroeiras,Aroeiras,MU,PB,0,0,0
2501351,Assunção,Assunção,MU,PB,0,0,0
2501401,Baía da Traição,Baía da Traição,MU,PB,0,0,0
2501500,Bananeiras,Bananeiras,MU,PB,0,0,0
2501534,Baraúna,Baraúna,MU,PB,0,0,0
2501575,Barra de Santana,Barra de Santana,MU,PB,0,0,0
2501609,Barra de Santa Rosa,Barra de Santa Rosa,MU,PB,0,0,0
2501708,Barra de São Miguel,Barra de São Miguel,MU,PB,0,0,0
2501807,Bayeux,Bayeux,MU,PB,0,0,0
2501906,Belém,Belém,MU,PB,0,0,0
2502003,Belém do Brejo do Cruz,Belém do Brejo do Cruz,MU,PB,21,0,21
2502052,Bernardino Batista,Bernardino Batista,MU,PB,0,0,0
2502102,Boa Ventura,Boa Ventura,MU,PB,0,0,0
2502151,Boa Vista,Boa Vista,MU,PB,127,0,127
2502201,Bom Jesus,Bom Jesus,MU,PB,0,0,0
2502300,Bom Sucesso,Bom Sucesso,MU,PB,0,0,0
2502409,Bonito de Santa Fé,Bonito de Santa Fé,MU,PB,0,0,0
2502508,Boqueirão,Boqueirão,MU,PB,0,0,0
2502607,Igaracy,Igaracy,MU,PB,0,0,0
2502706,Borborema,Borborema,MU,PB,0,0,0
2502805,Brejo do Cruz,Brejo do Cruz,MU,PB,0,0,0
2502904,Brejo dos Santos,Brejo dos Santos,MU,PB,0,0,0
2503001,Caaporã,Caaporã,MU,PB,1,0,1
2503100,Cabaceiras,Cabaceiras,MU,PB,0,0,0
2503209,Cabedelo,Cabedelo,MU,PB,0,0,0
2503308,Cachoeira dos Índios,Cachoeira dos Índios,MU,PB,62,0,62
2503407,Cacimba de Areia,Cacimba de Areia,MU,PB,38,0,38
2503506,Cacimba de Dentro,Cacimba de Dentro,MU,PB,0,0,0
2503555,Cacimbas,Cacimbas,MU,PB,1698,0,1698
2503605,Caiçara,Caiçara,MU,PB,0,0,0
2503704,Cajazeiras,Cajazeiras,MU,PB,0,0,0
2503753,Cajazeirinhas,Cajazeirinhas,MU,PB,122,0,122
2503803,Caldas Brandão,Caldas Brandão,MU,PB,0,0,0
2503902,Camalaú,Camalaú,MU,PB,114,0,114
2504009,Campina Grande,Campina Grande,MU,PB,0,0,0
2504033,Capim,Capim,MU,PB,0,0,0
2504074,Caraúbas,Caraúbas,MU,PB,0,0,0
2504108,Carrapateira,Carrapateira,MU,PB,0,0,0
2504157,Casserengue,Casserengue,MU,PB,0,0,0
2504207,Catingueira,Catingueira,MU,PB,0,0,0
2504306,Catolé do Rocha,Catolé do Rocha,MU,PB,447,0,447
2504355,Caturité,Caturité,MU,PB,0,0,0
2504405,Conceição,Conceição,MU,PB,0,0,0
2504504,Condado,Condado,MU,PB,0,0,0
2504603,Conde,Conde,MU,PB,3008,0,3008
2504702,Congo,Congo,MU,PB,0,0,0
2504801,Coremas,Coremas,MU,PB,437,0,437
2504850,Coxixola,Coxixola,MU,PB,0,0,0
2504900,Cruz do Espírito Santo,Cruz do Espírito Santo,MU,PB,0,0,0
2505006,Cubati,Cubati,MU,PB,0,0,0
2505105,Cuité,Cuité,MU,PB,0,0,0
2505204,Cuitegi,Cuitegi,MU,PB,0,0,0
2505238,Cuité de Mamanguape,Cuité de Mamanguape,MU,PB,0,0,0
2505279,Curral de Cima,Curral de Cima,MU,PB,0,0,0
2505303,Curral Velho,Curral Velho,MU,PB,2,0,2
2505352,Damião,Damião,MU,PB,0,0,0
2505402,Desterro,Desterro,MU,PB,36,0,36
2505501,Vista Serrana,Vista Serrana,MU,PB,0,0,0
2505600,Diamante,Diamante,MU,PB,592,49,543
2505709,Dona Inês,Dona Inês,MU,PB,814,0,814
2505808,Duas Estradas,Duas Estradas,MU,PB,0,0,0
2505907,Emas,Emas,MU,PB,0,0,0
2506004,Esperança,Esperança,MU,PB,0,0,0
2506103,Fagundes,Fagundes,MU,PB,0,0,0
2506202,Frei Martinho,Frei Martinho,MU,PB,0,0,0
2506251,Gado Bravo,Gado Bravo,MU,PB,0,0,0
2506301,Guarabira,Guarabira,MU,PB,3,0,3
2506400,Gurinhém,Gurinhém,MU,PB,0,0,0
2506509,Gurjão,Gurjão,MU,PB,0,0,0
2506608,Ibiara,Ibiara,MU,PB,0,0,0
2506707,Imaculada,Imaculada,MU,PB,0,0,0
2506806,Ingá,Ingá,MU,PB,370,306,64
2506905,Itabaiana,Itabaiana,MU,PB,0,0,0
2507002,Itaporanga,Itaporanga,MU,PB,0,0,0
2507101,Itapororoca,Itapororoca,MU,PB,0,0,0
2507200,Itatuba,Itatuba,MU,PB,0,0,0
2507309,Jacaraú,Jacaraú,MU,PB,0,0,0
2507408,Jericó,Jericó,MU,PB,0,0,0
2507507,João Pessoa,João Pessoa,MU,PB,2260,1054,1206
2507606,Juarez Távora,Juarez Távora,MU,PB,0,0,0
2507705,Juazeirinho,Juazeirinho,MU,PB,0,0,0
2507804,Junco do Seridó,Junco do Seridó,MU,PB,0,0,0
2507903,Juripiranga,Juripiranga,MU,PB,0,0,0
2508000,Juru,Juru,MU,PB,6,0,6
2508109,Lagoa,Lagoa,MU,PB,0,0,0
2508208,Lagoa de Dentro,Lagoa de Dentro,MU,PB,0,0,0
2508307,Lagoa Seca,Lagoa Seca,MU,PB,0,0,0
2508406,Lastro,Lastro,MU,PB,0,0,0
2508505,Livramento,Livramento,MU,PB,442,0,442
2508554,Logradouro,Logradouro,MU,PB,0,0,0
2508604,Lucena,Lucena,MU,PB,0,0,0
2508703,Mãe d'Água,Mãe d'Água,MU,PB,0,0,0
2508802,Malta,Malta,MU,PB,0,0,0
2508901,Mamanguape,Mamanguape,MU,PB,0,0,0
2509008,Manaíra,Manaíra,MU,PB,217,161,56
2509057,Marcação,Marcação,MU,PB,0,0,0
2509107,Mari,Mari,MU,PB,0,0,0
2509156,Marizópolis,Marizópolis,MU,PB,0,0,0
2509206,Massaranduba,Massaranduba,MU,PB,2,0,0
2509305,Mataraca,Mataraca,MU,PB,0,0,0
2509339,Matinhas,Matinhas,MU,PB,14,14,0
2509370,Mato Grosso,Mato Grosso,MU,PB,0,0,0
2509396,Maturéia,Maturéia,MU,PB,11,0,11
2509404,Mogeiro,Mogeiro,MU,PB,171,167,4
2509503,Montadas,Montadas,MU,PB,0,0,0
2509602,Monte Horebe,Monte Horebe,MU,PB,0,0,0
2509701,Monteiro,Monteiro,MU,PB,0,0,0
2509800,Mulungu,Mulungu,MU,PB,0,0,0
2509909,Natuba,Natuba,MU,PB,0,0,0
2510006,Nazarezinho,Nazarezinho,MU,PB,0,0,0
2510105,Nova Floresta,Nova Floresta,MU,PB,0,0,0
2510204,Nova Olinda,Nova Olinda,MU,PB,0,0,0
2510303,Nova Palmeira,Nova Palmeira,MU,PB,19,0,19
2510402,Olho d'Água,Olho d'Água,MU,PB,0,0,0
2510501,Olivedos,Olivedos,MU,PB,0,0,0
2510600,Ouro Velho,Ouro Velho,MU,PB,0,0,0
2510659,Parari,Parari,MU,PB,0,0,0
2510709,Passagem,Passagem,MU,PB,0,0,0
2510808,Patos,Patos,MU,PB,0,0,0
2510907,Paulista,Paulista,MU,PB,0,0,0
2511004,Pedra Branca,Pedra Branca,MU,PB,41,0,41
2511103,Pedra Lavrada,Pedra Lavrada,MU,PB,0,0,0
2511202,Pedras de Fogo,Pedras de Fogo,MU,PB,13,0,13
2511301,Piancó,Piancó,MU,PB,0,0,0
2511400,Picuí,Picuí,MU,PB,30,0,30
2511509,Pilar,Pilar,MU,PB,0,0,0
2511608,Pilões,Pilões,MU,PB,0,0,0
2511707,Pilõezinhos,Pilõezinhos,MU,PB,0,0,0
2511806,Pirpirituba,Pirpirituba,MU,PB,0,0,0
2511905,Pitimbu,Pitimbu,MU,PB,56,0,56
2512002,Pocinhos,Pocinhos,MU,PB,0,0,0
2512036,Poço Dantas,Poço Dantas,MU,PB,0,0,0
2512077,Poço de José de Moura,Poço de José de Moura,MU,PB,0,0,0
2512101,Pombal,Pombal,MU,PB,167,0,167
2512200,Prata,Prata,MU,PB,0,0,0
2512309,Princesa Isabel,Princesa Isabel,MU,PB,23,0,23
2512408,Puxinanã,Puxinanã,MU,PB,0,0,0
2512507,Queimadas,Queimadas,MU,PB,0,0,0
2512606,Quixaba,Quixaba,MU,PB,0,0,0
2512705,Remígio,Remígio,MU,PB,0,0,0
2512721,Pedro Régis,Pedro Régis,MU,PB,0,0,0
2512747,Riachão,Riachão,MU,PB,20,0,20
2512754,Riachão do Bacamarte,Riachão do Bacamarte,MU,PB,412,260,152
2512762,Riachão do Poço,Riachão do Poço,MU,PB,0,0,0
2512788,Riacho de Santo Antônio,Riacho de Santo Antônio,MU,PB,0,0,0
2512804,Riacho dos Cavalos,Riacho dos Cavalos,MU,PB,9,0,9
2512903,Rio Tinto,Rio Tinto,MU,PB,0,0,0
2513000,Salgadinho,Salgadinho,MU,PB,0,0,0
2513109,Salgado de São Félix,Salgado de São Félix,MU,PB,0,0,0
2513158,Santa Cecília,Santa Cecília,MU,PB,0,0,0
2513208,Santa Cruz,Santa Cruz,MU,PB,0,0,0
2513307,Santa Helena,Santa Helena,MU,PB,0,0,0
2513356,Santa Inês,Santa Inês,MU,PB,0,0,0
2513406,Santa Luzia,Santa Luzia,MU,PB,1325,259,1066
2513505,Santana de Mangueira,Santana de Mangueira,MU,PB,0,0,0
2513604,Santana dos Garrotes,Santana dos Garrotes,MU,PB,0,0,0
2513653,Joca Claudino,Joca Claudino,MU,PB,0,0,0
2513703,Santa Rita,Santa Rita,MU,PB,0,0,0
2513802,Santa Teresinha,Santa Teresinha,MU,PB,0,0,0
2513851,Santo André,Santo André,MU,PB,0,0,0
2513901,São Bento,São Bento,MU,PB,354,0,354
2513927,São Bentinho,São Bentinho,MU,PB,0,0,0
2513943,São Domingos do Cariri,São Domingos do Cariri,MU,PB,0,0,0
2513968,São Domingos,São Domingos,MU,PB,0,0,0
2513984,São Francisco,São Francisco,MU,PB,0,0,0
2514008,São João do Cariri,São João do Cariri,MU,PB,0,0,0
2514107,São João do Tigre,São João do Tigre,MU,PB,255,0,255
2514206,São José da Lagoa Tapada,São José da Lagoa Tapada,MU,PB,0,0,0
2514305,São José de Caiana,São José de Caiana,MU,PB,0,0,0
2514404,São José de Espinharas,São José de Espinharas,MU,PB,0,0,0
2514453,São José dos Ramos,São José dos Ramos,MU,PB,0,0,0
2514503,São José de Piranhas,São José de Piranhas,MU,PB,0,0,0
2514552,São José de Princesa,São José de Princesa,MU,PB,109,0,109
2514602,São José do Bonfim,São José do Bonfim,MU,PB,0,0,0
2514651,São José do Brejo do Cruz,São José do Brejo do Cruz,MU,PB,0,0,0
2514701,São José do Sabugi,São José do Sabugi,MU,PB,0,0,0
2514800,São José dos Cordeiros,São José dos Cordeiros,MU,PB,4,0,4
2514909,São Mamede,São Mamede,MU,PB,16,0,16
2515005,São Miguel de Taipu,São Miguel de Taipu,MU,PB,0,0,0
2515104,São Sebastião de Lagoa de Roça,São Sebastião de Lagoa de Roça,MU,PB,0,0,0
2515203,São Sebastião do Umbuzeiro,São Sebastião do Umbuzeiro,MU,PB,0,0,0
2515302,Sapé,Sapé,MU,PB,0,0,0
2515401,São Vicente do Seridó,São Vicente do Seridó,MU,PB,0,0,0
2515500,Serra Branca,Serra Branca,MU,PB,290,0,290
2515609,Serra da Raiz,Serra da Raiz,MU,PB,0,0,0
2515708,Serra Grande,Serra Grande,MU,PB,0,0,0
2515807,Serra Redonda,Serra Redonda,MU,PB,174,0,0
2515906,Serraria,Serraria,MU,PB,0,0,0
2515930,Sertãozinho,Sertãozinho,MU,PB,0,0,0
2515971,Sobrado,Sobrado,MU,PB,0,0,0
2516003,Solânea,Solânea,MU,PB,0,0,0
2516102,Soledade,Soledade,MU,PB,0,0,0
2516151,Sossêgo,Sossêgo,MU,PB,0,0,0
2516201,Sousa,Sousa,MU,PB,0,0,0
2516300,Sumé,Sumé,MU,PB,15,0,15
2516409,Tacima,Tacima,MU,PB,0,0,0
2516508,Taperoá,Taperoá,MU,PB,2,0,2
2516607,Tavares,Tavares,MU,PB,814,0,814
2516706,Teixeira,Teixeira,MU,PB,74,0,74
2516755,Tenório,Tenório,MU,PB,0,0,0
2516805,Triunfo,Triunfo,MU,PB,142,0,142
2516904,Uiraúna,Uiraúna,MU,PB,0,0,0
2517001,Umbuzeiro,Umbuzeiro,MU,PB,0,0,0
2517100,Várzea,Várzea,MU,PB,157,156,1
2517209,Vieirópolis,Vieirópolis,MU,PB,0,0,0
2517407,Zabelê,Zabelê,MU,PB,0,0,0
2600054,Abreu e Lima,Abreu e Lima,MU,PE,0,0,0
2600104,Afogados da Ingazeira,Afogados da Ingazeira,MU,PE,67,0,67
2600203,Afrânio,Afrânio,MU,PE,1036,0,1036
2600302,Agrestina,Agrestina,MU,PE,955,0,955
2600401,Água Preta,Água Preta,MU,PE,0,0,0
2600500,Águas Belas,Águas Belas,MU,PE,2304,0,2304
2600609,Alagoinha,Alagoinha,MU,PE,1819,0,1819
2600708,Aliança,Aliança,MU,PE,0,0,0
2600807,Altinho,Altinho,MU,PE,558,0,558
2600906,Amaraji,Amaraji,MU,PE,0,0,0
2601003,Angelim,Angelim,MU,PE,330,0,330
2601052,Araçoiaba,Araçoiaba,MU,PE,0,0,0
2601102,Araripina,Araripina,MU,PE,134,0,134
2601201,Arcoverde,Arcoverde,MU,PE,4,0,4
2601300,Barra de Guabiraba,Barra de Guabiraba,MU,PE,0,0,0
2601409,Barreiros,Barreiros,MU,PE,0,0,0
2601508,Belém de Maria,Belém de Maria,MU,PE,22,0,22
2601607,Belém do São Francisco,Belém do São Francisco,MU,PE,48,0,48
2601706,Belo Jardim,Belo Jardim,MU,PE,20,0,20
2601805,Betânia,Betânia,MU,PE,2449,0,2449
2601904,Bezerros,Bezerros,MU,PE,187,0,187
2602001,Bodocó,Bodocó,MU,PE,0,0,0
2602100,Bom Conselho,Bom Conselho,MU,PE,6477,0,6477
2602209,Bom Jardim,Bom Jardim,MU,PE,0,0,0
2602308,Bonito,Bonito,MU,PE,0,0,0
2602407,Brejão,Brejão,MU,PE,1590,0,1590
2602506,Brejinho,Brejinho,MU,PE,13,0,13
2602605,Brejo da Madre de Deus,Brejo da Madre de Deus,MU,PE,0,0,0
2602704,Buenos Aires,Buenos Aires,MU,PE,0,0,0
2602803,Buíque,Buíque,MU,PE,1637,0,1637
2602902,Cabo de Santo Agostinho,Cabo de Santo Agostinho,MU,PE,996,0,996
2603009,Cabrobó,Cabrobó,MU,PE,1204,856,348
2603108,Cachoeirinha,Cachoeirinha,MU,PE,16,0,16
2603207,Caetés,Caetés,MU,PE,1752,0,1752
2603306,Calçado,Calçado,MU,PE,13,0,13
2603405,Calumbi,Calumbi,MU,PE,4,0,4
2603454,Camaragibe,Camaragibe,MU,PE,10,0,10
2603504,Camocim de São Félix,Camocim de São Félix,MU,PE,0,0,0
2603603,Camutanga,Camutanga,MU,PE,0,0,0
2603702,Canhotinho,Canhotinho,MU,PE,0,0,0
2603801,Capoeiras,Capoeiras,MU,PE,1293,0,1293
2603900,Carnaíba,Carnaíba,MU,PE,1175,0,1175
2603926,Carnaubeira da Penha,Carnaubeira da Penha,MU,PE,267,119,148
2604007,Carpina,Carpina,MU,PE,23,0,23
2604106,Caruaru,Caruaru,MU,PE,142,0,142
2604155,Casinhas,Casinhas,MU,PE,0,0,0
2604205,Catende,Catende,MU,PE,0,0,0
2604304,Cedro,Cedro,MU,PE,0,0,0
2604403,Chã de Alegria,Chã de Alegria,MU,PE,25,0,25
2604502,Chã Grande,Chã Grande,MU,PE,5,0,5
2604601,Condado,Condado,MU,PE,0,0,0
2604700,Correntes,Correntes,MU,PE,2,0,0
2604809,Cortês,Cortês,MU,PE,0,0,0
2604908,Cumaru,Cumaru,MU,PE,141,0,141
2605004,Cupira,Cupira,MU,PE,553,0,553
2605103,Custódia,Custódia,MU,PE,7744,0,7744
2605152,Dormentes,Dormentes,MU,PE,1,0,1
2605202,Escada,Escada,MU,PE,0,0,0
2605301,Exu,Exu,MU,PE,122,0,122
2605400,Feira Nova,Feira Nova,MU,PE,59,0,59
2605459,Fernando de Noronha,Fernando de Noronha,MU,PE,0,0,0
2605509,Ferreiros,Ferreiros,MU,PE,0,0,0
2605608,Flores,Flores,MU,PE,169,0,169
2605707,Floresta,Floresta,MU,PE,861,0,861
2605806,Frei Miguelinho,Frei Miguelinho,MU,PE,0,0,0
2605905,Gameleira,Gameleira,MU,PE,3,0,3
2606002,Garanhuns,Garanhuns,MU,PE,5938,1101,4837
2606101,Glória do Goitá,Glória do Goitá,MU,PE,105,0,105
2606200,Goiana,Goiana,MU,PE,2443,0,2443
2606309,Granito,Granito,MU,PE,0,0,0
2606408,Gravatá,Gravatá,MU,PE,8,0,8
2606507,Iati,Iati,MU,PE,1052,0,1052
2606606,Ibimirim,Ibimirim,MU,PE,6,0,6
2606705,Ibirajuba,Ibirajuba,MU,PE,0,0,0
2606804,Igarassu,Igarassu,MU,PE,3,0,3
2606903,Iguaracy,Iguaracy,MU,PE,213,0,213
2607000,Inajá,Inajá,MU,PE,1151,0,1151
2607109,Ingazeira,Ingazeira,MU,PE,0,0,0
2607208,Ipojuca,Ipojuca,MU,PE,823,0,823
2607307,Ipubi,Ipubi,MU,PE,33,0,33
2607406,Itacuruba,Itacuruba,MU,PE,711,0,711
2607505,Itaíba,Itaíba,MU,PE,2888,0,2888
2607604,Ilha de Itamaracá,Ilha de Itamaracá,MU,PE,0,0,0
2607653,Itambé,Itambé,MU,PE,0,0,0
2607703,Itapetim,Itapetim,MU,PE,2,0,2
2607752,Itapissuma,Itapissuma,MU,PE,0,0,0
2607802,Itaquitinga,Itaquitinga,MU,PE,0,0,0
2607901,Jaboatão dos Guararapes,Jaboatão dos Guararapes,MU,PE,10,0,10
2607950,Jaqueira,Jaqueira,MU,PE,0,0,0
2608008,Jataúba,Jataúba,MU,PE,0,0,0
2608057,Jatobá,Jatobá,MU,PE,0,0,0
2608107,João Alfredo,João Alfredo,MU,PE,933,0,933
2608206,Joaquim Nabuco,Joaquim Nabuco,MU,PE,0,0,0
2608255,Jucati,Jucati,MU,PE,111,0,111
2608305,Jupi,Jupi,MU,PE,90,0,90
2608404,Jurema,Jurema,MU,PE,0,0,0
2608453,Lagoa do Carro,Lagoa do Carro,MU,PE,265,0,265
2608503,Lagoa de Itaenga,Lagoa de Itaenga,MU,PE,157,0,157
2608602,Lagoa do Ouro,Lagoa do Ouro,MU,PE,2,0,2
2608701,Lagoa dos Gatos,Lagoa dos Gatos,MU,PE,619,0,619
2608750,Lagoa Grande,Lagoa Grande,MU,PE,168,0,168
2608800,Lajedo,Lajedo,MU,PE,166,0,166
2608909,Limoeiro,Limoeiro,MU,PE,3,0,3
2609006,Macaparana,Macaparana,MU,PE,0,0,0
2609105,Machados,Machados,MU,PE,0,0,0
2609154,Manari,Manari,MU,PE,3,0,3
2609204,Maraial,Maraial,MU,PE,0,0,0
2609303,Mirandiba,Mirandiba,MU,PE,3363,188,3175
2609402,Moreno,Moreno,MU,PE,0,0,0
2609501,Nazaré da Mata,Nazaré da Mata,MU,PE,0,0,0
2609600,Olinda,Olinda,MU,PE,46,0,46
2609709,Orobó,Orobó,MU,PE,0,0,0
2609808,Orocó,Orocó,MU,PE,1764,1465,299
2609907,Ouricuri,Ouricuri,MU,PE,20,0,20
2610004,Palmares,Palmares,MU,PE,20,0,20
2610103,Palmeirina,Palmeirina,MU,PE,13,0,13
2610202,Panelas,Panelas,MU,PE,387,0,387
2610301,Paranatama,Paranatama,MU,PE,26,0,26
2610400,Parnamirim,Parnamirim,MU,PE,0,0,0
2610509,Passira,Passira,MU,PE,755,0,755
2610608,Paudalho,Paudalho,MU,PE,0,0,0
2610707,Paulista,Paulista,MU,PE,10,0,10
2610806,Pedra,Pedra,MU,PE,27,0,27
2610905,Pesqueira,Pesqueira,MU,PE,310,0,310
2611002,Petrolândia,Petrolândia,MU,PE,104,0,104
2611101,Petrolina,Petrolina,MU,PE,897,0,897
2611200,Poção,Poção,MU,PE,0,0,0
2611309,Pombos,Pombos,MU,PE,251,0,251
2611408,Primavera,Primavera,MU,PE,0,0,0
2611507,Quipapá,Quipapá,MU,PE,7,0,7
2611533,Quixaba,Quixaba,MU,PE,320,0,320
2611606,Recife,Recife,MU,PE,118,0,118
2611705,Riacho das Almas,Riacho das Almas,MU,PE,46,0,46
2611804,Ribeirão,Ribeirão,MU,PE,0,0,0
2611903,Rio Formoso,Rio Formoso,MU,PE,865,0,865
